cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
16.126976521322472,87.13895543842837,34.88905126976521,27.657513176808816,4.08672735984667
16.828703703703702,86.94537037037037,34.88630555555555,27.648935185185184,4.062037037037037
17.867094861660078,86.92490118577075,34.88898221343874,27.653092885375493,5.291501976284585
15.238683127572015,86.66820987654322,34.82697016460906,27.59730452674897,5.276234567901234
15.126038104543234,86.74059599413776,34.91655105031754,27.68019052271617,3.9047386419149976
14.871505640019617,86.70524767042669,34.90142717018146,27.66587542913193,3.8754291319274152
15.594449853943525,86.65238558909445,34.92161635832522,27.68045277507303,3.527750730282376
14.771998055420516,86.65435099659699,34.9210354885756,27.678031113271757,3.505590666018473
15.711491442542789,86.62151589242053,34.901584352078245,27.66352567237164,3.5056234718826405
15.725798525798526,86.807371007371,34.90611793611794,27.66566093366093,3.5105651105651106
18.466110019646365,86.85805500982319,34.91289292730845,27.67293222003929,4.193025540275049
16.37493881546745,86.81595692608909,34.90170337738619,27.662187958883997,4.187958883994126
23.29264475743349,87.97078768909755,34.9697443922796,27.72602503912363,4.030255607720396
28.496464646464645,89.64242424242424,34.94836868686869,27.705186868686862,4.026262626262627
31.30197268588771,90.87253414264036,34.95867981790592,27.71782498735458,4.765300961052099
33.31643625192012,91.17357910906298,34.97717357910906,27.72134664618536,4.762928827444957
32.417735638594536,91.55660903513665,34.992442833240375,27.71377021751255,4.9670942554378135
33.583471074380164,91.72506887052342,34.9595041322314,27.683619834710743,4.965840220385675
28.90226700251889,90.1984886649874,34.93328463476071,27.659768261964736,5.626196473551637
28.630784708249497,89.7344064386318,34.92736921529175,27.655417505030183,5.6544265593561365
30.82252388134741,89.98843640020111,34.93012066365007,27.658255404725992,5.992458521870287
31.1236802413273,89.80291603821016,34.90980894922071,27.640165912518853,5.989944695827049
31.41532258064516,89.19909274193549,34.91571572580645,27.64538810483871,6.110383064516129
27.46480279580629,88.04742885671493,34.93793809286071,27.659880179730404,6.09036445332002
26.73815028901734,87.69132947976878,34.851369942196534,27.57043352601156,4.914450867052024
27.62492581602374,88.17032640949554,34.865655786350146,27.574771513353117,4.944807121661721
26.7048128342246,87.74973262032086,34.886390374331555,27.62238502673797,4.579144385026738
26.35813704496788,87.77890792291221,34.892756959314774,27.625722698072803,4.582976445396145
27.397187196896216,87.92046556741028,34.96747817652764,27.703016488845783,4.724054316197866
25.394529439035697,87.0301344459898,34.96843764487714,27.70218822438572,4.717199814557255
24.656326932545543,86.82373215164944,34.950142786804534,27.6681388478582,4.225997045790251
28.34869109947644,86.9869109947644,34.94903664921466,27.701565445026176,4.284816753926702
27.90782698249228,87.14160659114314,34.93806385169928,27.669989701338828,4.151390319258496
