avg_cpu,avg_mem,avg_assigned_mem,avg_cycles_per_instruction
0.5427907152424227,0.3780779439904421,0.612136999119386,157.52226969504508
0.543900914168921,0.3847557608920268,0.6119568200495493,157.01889277440114
0.5444311424422953,0.3810667621109722,0.6108496138679004,155.37891028525098
0.5390203686823596,0.3757099829814219,0.609240878976587,154.0065603389093
0.5476075290566644,0.3777865627318314,0.6126436482026745,153.963501815181
0.5481332849932458,0.3790626349344403,0.6156346391525767,154.45002740575944
0.542092645559972,0.3781262507286836,0.6179490307196883,154.32594840793297
0.5490446857052318,0.3753297651739261,0.612120765912642,153.30376268775427
0.5188914282709085,0.3549461616070519,0.5909976430379786,152.27680035319227
0.5133952188947984,0.3514358716367243,0.5929288809784266,152.51246927949876
0.5091182536756611,0.3463971431886684,0.5899707977431585,153.8783245683487
0.4990769162257107,0.345310701068875,0.5935056218539183,158.08997992215194
0.4838963481535537,0.3341268315685399,0.5911534513434102,158.49770098075703
0.4572498434278102,0.3374302516040347,0.5975846845483405,160.06082018470326
0.4629608094722545,0.3453735062811366,0.6022704734068699,161.36904468604862
0.4473454131637629,0.3428897536508011,0.5963984077174962,162.48602503467094
0.44795219405864,0.3565095064234994,0.6018562937801505,162.91345424052912
0.4309342796326472,0.3482081795767048,0.6062141672032966,163.11125840847112
0.4451634650821661,0.3607795462338166,0.6078240361900986,162.6835970594915
0.4502401611907056,0.3638279865091438,0.6131291976841773,165.22054335069862
0.4593903036450289,0.367260835333475,0.6173976455454107,164.2820837016024
0.5015324699308733,0.3627558983718388,0.6174795272997913,164.83116116481298
0.5108689773896357,0.3547540050037466,0.6151625244533295,165.34490508297048
0.5072945209631242,0.3502719161226696,0.6147877174136832,165.79073475653715
0.4991640769089215,0.3501163482666032,0.607093953843759,164.75539796635576
0.521108781478901,0.3613375554128438,0.609674465183324,164.37596806723218
0.5007598229141417,0.3560707580035566,0.6111080513858034,163.60603801560745
0.4724998429497937,0.3450074661009669,0.6098128581578206,160.29877257024435
0.4771669971022533,0.346945916196117,0.6133553280178999,159.93136332989744
0.4823792196341127,0.3455999453159196,0.6053051830684062,158.5974865916977
0.4983248746039816,0.3555522746417004,0.6074013109064555,160.63385334452846
0.4728503547389044,0.3387637024857141,0.5983593142287303,159.444600739968
0.4157660947421864,0.2917813023493364,0.5511561334648579,151.95465307071137
0.4282340077784332,0.2978399045616068,0.5605374337309996,156.78944736668817
0.4375342482503678,0.3068682822633907,0.5767445778213648,161.49061747249456
