cpu_usage,assigned_mem
6522454.577930996,2031442.0
6483008.012374929,2034472.0
6452915.751437393,2034084.0
6451417.91678227,2026628.0
6423143.2151138885,2018034.0
6580842.680660786,2007228.0
6461144.102213142,2004680.0
6500301.516345355,2003350.0
6582331.235980421,2004828.0
6558513.114730675,2003576.0
6550196.566249679,2003298.0
6618876.454959741,1998524.0
6456429.754528369,1992026.0
6465166.502529521,1993806.0
6443063.413741844,1996282.0
6347257.414555858,1994330.0
6312231.112110335,1995640.0
6777711.868717429,1997796.0
6587690.29533256,1997980.0
6489523.279790676,1997806.0
6498388.46135846,2003042.0
6546856.5178698,1999982.0
6469480.9855470685,1998812.0
6588178.814073394,2005086.0
6488588.557697365,2006458.0
6292976.031491371,2005192.0
6317477.708071347,2002056.0
6259871.718591586,2000340.0
6175020.057318172,1998176.0
6452683.999748268,2000538.0
6315416.650408683,2003884.0
6355184.11928194,1999524.0
6318653.542183631,2002238.0
6261470.784333103,2000180.0
6204482.477533736,1995652.0
6351894.913453339,1995812.0
6293967.072609309,1993582.0
6287822.065771681,1983720.0
6325881.69743382,1981094.0
6239373.061118127,1981544.0
6115186.402622058,1983784.0
6321770.62360667,1984474.0
6117340.0749247745,1981832.0
6076343.434804144,1982546.0
6138981.5506349085,1982082.0
6107499.641386768,1978650.0
6053076.381312291,1979674.0
6130221.514154098,1979954.0
6042956.549535721,1980484.0
6055936.339029786,1981166.0
6061999.738450981,1982118.0
6058544.646671894,1980532.0
6047431.117934633,1979722.0
6267195.352158341,1979174.0
6251726.191927756,1976366.0
6273805.6246628035,1975642.0
6393375.389101299,1977866.0
6375157.99091206,1979412.0
6391288.753883284,1976274.0
6399857.450768857,1976788.0
6212823.05877188,1976464.0
6291646.971954235,1975976.0
6268989.55301975,1975192.0
6281038.947602984,1973158.0
6203307.991008898,1973232.0
6445100.510349948,1976460.0
6284028.61502527,1977902.0
6252545.343702575,1977872.0
6358404.030740717,1978962.0
6268754.871456373,1982438.0
6331753.867975372,1993716.0
6262848.520835512,1992998.0
6045383.968670675,1982116.0
6058906.507879427,1977594.0
6015019.894960969,1979604.0
5963325.6283356,1976324.0
5959308.813226183,1979210.0
6211326.936319157,1975606.0
5998028.559986664,1974628.0
5975562.1499738265,1974492.0
5987538.827523843,1973928.0
5979375.261020279,1972218.0
5935959.248308311,1970886.0
6013423.7530047,1966852.0
5892762.009886373,1966398.0
5892555.40301901,1967790.0
5955879.609485495,1968904.0
5869666.199523737,1968014.0
5909501.583628446,1965400.0
6134724.777032062,1966812.0
5964808.764859935,1970316.0
5957856.082662211,1975446.0
6040362.406767159,1975878.0
6077008.209210581,1972740.0
5970101.282632499,1965992.0
6065820.230815165,1967288.0
5878111.2380382735,1973614.0
5816439.003103779,1974122.0
5854742.57167713,1966194.0
5824556.528928352,1966754.0
5757395.70498793,1967364.0
6031398.614563982,1966880.0
5954031.902511647,1965412.0
5926197.172541238,1970932.0
5965264.431811197,1970246.0
5988801.103469547,1970346.0
5926128.226240784,1971904.0
6110510.281331126,1971518.0
6004053.618535287,1973306.0
5928832.789389204,1975604.0
5950229.372815399,1981138.0
5939702.2697397135,1984524.0
5869549.181067871,1984998.0
6106561.076392397,1983974.0
5977721.383325739,1977916.0
5956992.556351082,1972524.0
6019756.736399141,1970138.0
6023829.185755471,1968322.0
5940158.500933023,1968026.0
6065207.188436756,1964432.0
5981157.427997994,1963868.0
5920130.109661323,1961810.0
5920046.885309494,1960936.0
5932109.094994732,1960056.0
5920999.4170776615,1962328.0
6192897.380346547,1962830.0
6123093.107239607,1965204.0
6127739.197642408,1965510.0
6126344.538871044,1969124.0
6187485.578189184,1967076.0
6138974.980003352,1968384.0
6323132.084189776,1970784.0
6178935.549221759,1973356.0
6229948.01755748,1975246.0
6204569.371590729,1977944.0
6171067.9574000025,1979566.0
6188112.589182891,1972566.0
6447991.8427049415,1971154.0
6265572.02114945,1977506.0
6385168.786880133,1982912.0
6424552.889933877,1985236.0
6442450.483473471,1992446.0
6414826.010088565,1994464.0
6503759.4453897765,1992878.0
6379344.1892051855,1990870.0
6456217.422499327,1989890.0
6453808.763764709,1983458.0
6408439.166088957,1985186.0
6370590.471447988,1987272.0
6626113.769480405,1988548.0
6524901.948579982,1991444.0
6508918.116827493,1996722.0
6588579.440059219,2003542.0
6540440.356328499,2009544.0
6496777.774424597,2007168.0
6716426.823498926,2004730.0
6653453.520697156,2002062.0
6659526.410166483,2001842.0
6659083.32258092,2005288.0
6557978.620400958,2005318.0
6530219.042662363,2006908.0
6905540.335829616,2008944.0
6703609.897983252,2012516.0
6602197.713609306,2016548.0
6654950.588451875,2014630.0
6669756.308721594,2013378.0
6580652.977724262,2013350.0
6676474.813846083,2012994.0
6555481.436304489,2008514.0
6617782.9315515915,2008842.0
6603459.4851110205,2007658.0
6520811.376713155,2010950.0
6466585.249852517,2012596.0
6772414.5534963,2004884.0
6646340.297008071,2001284.0
6608964.467057106,2003758.0
6725246.844437427,2004382.0
6754313.473018691,2004566.0
6741637.282190694,2004520.0
6772677.362257751,2006442.0
6700550.507904088,2006930.0
6685601.8740673745,2009134.0
6742343.921760289,2015272.0
6742827.764924687,2018144.0
6724572.569084365,2023554.0
6950284.364374335,2026930.0
6732601.637956784,2025236.0
6745918.108141917,2026162.0
6761622.750509829,2028006.0
6669674.082601954,2026360.0
6585417.720567408,2025404.0
6652751.325687542,2023006.0
6589651.26324244,2020444.0
6542131.999279314,2017306.0
6634396.66673923,2018430.0
6714517.253249455,2017602.0
6755184.247832307,2019426.0
6980096.612709704,2021810.0
6913968.125870396,2024886.0
6901230.5147974705,2024906.0
6899004.220191525,2027974.0
6837395.435882932,2028444.0
6760158.6017424045,2025752.0
6993219.92217722,2027284.0
6776120.415035908,2022694.0
6800980.321942631,2020550.0
6871601.291806109,2017354.0
6869603.8949328605,2017828.0
6747907.780858762,2021190.0
7131571.584129424,2024020.0
6980936.500001588,2023754.0
6906055.326700043,2027592.0
6998779.594204769,2031224.0
7149587.163031909,2032946.0
6781572.90815357,2035618.0
6808945.362096864,2034576.0
6712765.313704102,2032046.0
6855340.239686228,2032334.0
6839989.497985406,2035244.0
6860957.610837266,2033724.0
6881515.447141106,2034352.0
7021106.955454344,2034364.0
6912382.207312868,2036614.0
6734927.1973712435,2031120.0
6878879.047954139,2033196.0
7003399.113593115,2035158.0
6903576.578222136,2037896.0
6972816.879960043,2039140.0
6739103.1108509265,2039368.0
6772678.153394271,2035734.0
6782354.249995116,2036710.0
6804390.035972863,2034622.0
6689770.809452604,2037142.0
6912534.777142682,2037704.0
6800762.265890217,2037264.0
6565558.65920122,2034884.0
6611622.278930486,2027568.0
6571277.391206336,2021812.0
6541618.640742139,2021038.0
6745735.321180508,2018744.0
6613361.038154382,2019102.0
6667987.509394628,2022624.0
6772926.601812038,2024514.0
6695678.783532652,2025928.0
6537123.503402904,2028244.0
6740010.038373325,2027182.0
6653784.560639741,2029574.0
6643057.262179117,2027754.0
6651070.970657039,2024256.0
6706605.229461314,2023098.0
6574372.5212124605,2024242.0
6615959.197089072,2025312.0
6477263.952487457,2025096.0
6661291.992812059,2026646.0
6500087.921509205,2025716.0
6378895.55595401,2021336.0
6249058.225540125,2020560.0
6538256.6366816815,2024318.0
6386406.17213225,2026844.0
6351175.620829811,2028930.0
6375779.947687015,2028682.0
6390540.291518442,2028768.0
6352349.526369014,2028670.0
6350545.237184374,2026482.0
6277376.257905812,2021044.0
6419766.496728971,2016652.0
6336394.928858298,2015786.0
6296864.549518713,2018784.0
6150555.804612943,2019668.0
6441142.679157598,2017740.0
6340984.890199648,2021792.0
6285356.646613079,2026282.0
6287488.536399273,2029318.0
6525818.105439252,2043448.0
6653242.783227036,2052204.0
6444845.632113188,2058436.0
6361276.965541685,2059060.0
6281881.653482053,2054750.0
6248408.5818215525,2043682.0
6182524.516683252,2042062.0
6144481.794255587,2042450.0
6395435.197608623,2043076.0
6244719.711707911,2023220.0
6170558.875945083,2021146.0
6243299.852971338,2015284.0
6336714.510566358,2014342.0
6240396.1673307,2009764.0
6342786.92091115,2009398.0
6250468.946177845,2011400.0
6295618.842015566,2010740.0
6247131.745621017,2009844.0
6212806.726049774,2011886.0
6248989.687230062,2015120.0
6547396.527079547,2010392.0
6441269.383604769,2011048.0
6440343.285841918,2012276.0
6529317.993187888,2012696.0
6575151.327890035,2015942.0
6512734.042053297,2015298.0
6449280.467761442,2011384.0
6244955.5525644645,2010324.0
6284112.375777743,2007520.0
6300219.717426824,2008850.0
6277071.719878294,2007902.0
6261188.147219074,2008770.0
6549156.780279523,2011022.0
6329212.848922017,2012348.0
6287692.766566045,2004286.0
6334104.520006821,2001332.0
6312837.9122321615,1999260.0
6289017.500171307,1998562.0
6330757.684591721,1999830.0
6150159.882849425,1999066.0
6154417.084774395,1998470.0
6170572.565569164,1994626.0
6059676.300552081,1991432.0
6018206.424292091,1993210.0
6300279.023041733,1992432.0
6103132.635023247,1993934.0
6138172.921450644,1991960.0
6232988.743302355,1990696.0
6264653.681314849,1990252.0
6154355.922307545,1987518.0
6232196.191563939,1983538.0
6062810.787647889,1980740.0
6112511.498420887,1979668.0
6116881.693267682,1975850.0
6031363.86558765,1976418.0
6005817.663358696,1977182.0
6164016.388694294,1980240.0
6064610.947871003,1983714.0
5995837.0802099025,1981684.0
6020545.443341908,1974610.0
6014914.720498224,1971748.0
5998572.7739078915,1971792.0
6064888.170280841,1969572.0
5918879.209878975,1970662.0
5928402.202331541,1970360.0
5942375.25495642,1968416.0
5948853.104836724,1965334.0
5871792.2356188465,1967674.0
6104037.132383147,1968722.0
6101566.432304849,1970352.0
6154602.92154006,1971564.0
6214311.499411408,1972590.0
6270005.445524989,1971616.0
6271235.558045411,1968710.0
6328918.433731851,1965434.0
6118370.238626454,1962424.0
6114330.332144573,1960558.0
6017464.929441513,1958622.0
6082745.275422744,1959924.0
5979098.060228521,1960906.0
6229711.6079265205,1961442.0
6108603.532997158,1963380.0
6009890.376749331,1961476.0
6081326.9766118815,1958850.0
6021184.4429449905,1957928.0
5851942.926493042,1957316.0
5897715.4406154975,1955362.0
5743977.96011438,1952318.0
5765074.229940969,1951566.0
5760969.890571683,1956696.0
5744077.779656809,1958584.0
5756993.50684606,1961818.0
5932290.7400257,1966724.0
5849386.876438412,1972050.0
5946817.446030087,1975062.0
6000454.78988776,1973764.0
5985314.416507695,1973718.0
5788788.112261879,1973566.0
5896020.4245707,1957240.0
5713231.750395937,1952228.0
