cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
29.159114052953157,88.30880855397149,37.527823319755605,29.78868635437882,4.589613034623218
30.503097573567374,88.51652039235933,37.6095405265875,29.846192565823436,5.879194630872483
40.7519595448799,89.47863463969658,37.541597977243995,29.78852338811631,6.893046776232617
41.52418533604888,88.05422606924644,37.55297861507128,29.80339103869654,5.860997963340123
45.636855670103095,89.3770618556701,37.57624742268041,29.81420360824742,5.717525773195876
42.17667755717517,87.78612716763006,37.58076149786378,29.825355616989192,4.967831113345062
38.561811811811815,89.47197197197197,37.60526526526527,29.846078578578577,5.363113113113113
34.27470558115719,86.80081925243215,37.53945468509984,29.780148489503325,6.619047619047619
35.09879939969985,84.63606803401701,37.60758129064532,29.847671335667837,4.534267133566783
33.40689130985559,86.22016721560679,37.625675196351665,29.85479351406131,4.278439321003294
30.275456592444332,83.86965223917939,37.600983237428075,29.84201401050788,4.629722291718789
30.09583439815998,83.88704318936877,37.65136212624585,29.88760797342193,4.04600051111679
27.958376421923475,84.80997931747673,37.57861685625646,29.82261892450879,3.6698552223371252
36.47198384654215,89.28470469459869,37.59538364462393,29.826781928319033,4.832407874810702
34.24884792626728,87.23835125448029,37.60910650281618,29.85435483870968,3.8210445468509984
36.04031209362809,86.87308192457738,37.62405201560468,29.867102730819244,6.202600780234071
54.54017400204708,90.73055271238485,37.64042732855681,29.861857727737974,12.68577277379734
37.81127703398558,86.35787847579815,37.62414778578785,29.85770339855819,8.700823892893924
42.91789368604941,87.92887446967806,37.64319690541552,29.873349139006738,7.927876216620914
35.43379472447114,88.4693131365892,37.593154870723424,29.839540349960828,4.760773047793157
39.72091810119979,89.85080855503391,37.63386802295253,29.86669535732916,6.257433489827856
39.84453993933266,87.74494438827098,37.65609201213347,29.889421132457027,4.301567239635996
32.20858257477243,85.21768530559167,37.65454876462939,29.877589076723016,4.266579973992197
29.298925858003667,83.75556719937123,37.689172124705266,29.915415247576632,3.854335865863243
42.2266500622665,86.8077210460772,37.67979327521793,29.903464508094647,5.846077210460772
32.704942965779466,85.4598225602028,37.6829885931559,29.906273764258554,5.301647655259822
47.863147360520394,90.75731798849137,37.697498123592695,29.918636477358017,8.119089316987742
34.48232901093313,85.38774472412916,37.733389270277144,29.93111619628782,5.197559115179253
30.486114585939454,82.87090317738304,37.71781836377283,29.928939204403303,5.453840380285214
42.546663257478905,86.04039887496803,37.71139861927896,29.9193965737663,6.2684735361800055
44.77802746566792,84.96679151061174,37.709550561797755,29.92540074906367,6.026466916354557
37.77441431955778,85.79652540142142,37.67920768623322,29.895885759410373,7.8320610687022905
38.700713194090675,85.98828323993887,37.71367804381049,29.92434793683138,6.133469179826796
34.776622718052735,86.22565922920893,37.72102687626775,29.92934584178499,6.625760649087221
33.17853535353535,84.14242424242424,37.70371717171717,29.922227272727273,6.824242424242424
31.134605597964377,85.0882951653944,37.71686005089059,29.933229007633585,4.230279898218829
41.210949271722754,86.64038171772978,37.744542943244596,29.94984178804621,5.337518834756404
40.76830188679245,88.96276729559749,37.75024150943396,29.954153459119496,7.470691823899371
39.45707715891671,86.84236075625958,37.78264690853347,29.98172457843638,4.798415942769545
